,fluxes
DM_RNA_PP_0944,0.0
DM_RNA_PP_0946,0.0
DM_RNA_PP_1686,0.0
DM_RNA_PP_3123,0.0
DM_RNA_PP_3122,0.0
DM_RNA_PP_1625,0.0
DM_RNA_PP_3667,0.0
DM_RNA_PP_0548,0.0
DM_RNA_PP_0547,9.32822092068379e-13
DM_RNA_PP_2482,0.0
DM_RNA_PP_0003,0.0
DM_RNA_PP_1602,0.0
DM_RNA_PP_1601,0.0
DM_RNA_PP_1603,0.0
DM_RNA_PP_1604,0.0
DM_RNA_PP_0217,0.0
DM_RNA_PP_3591,0.0
DM_RNA_PP_2113,0.0
DM_RNA_PP_1505,0.0
DM_RNA_PP_3570,0.0
DM_RNA_PP_3553,0.0
DM_RNA_PP_0847,0.0
DM_RNA_PP_5351,0.0
DM_RNA_PP_3535,0.0
DM_RNA_PP_0387,0.0
DM_RNA_PP_0070,0.0
DM_RNA_PP_5328,0.0
DM_RNA_PP_5327,0.0
DM_RNA_PP_2929,0.0
DM_RNA_PP_2928,0.0
DM_RNA_PP_2012,0.0
DM_RNA_PP_2017,1.1193971467578266e-11
DM_RNA_PP_0799,0.0
DM_RNA_PP_4711,0.0
DM_RNA_PP_3533,0.0
DM_RNA_PP_2904,0.0
DM_RNA_PP_2905,3.855764313016747e-10
DM_RNA_PP_4687,0.0
DM_RNA_PP_4689,0.0
DM_RNA_PP_4688,0.0
DM_RNA_PP_1382,0.0
DM_RNA_PP_t63,0.0
DM_RNA_PP_4042,0.0
DM_RNA_PP_4043,0.0
DM_RNA_PP_0746,0.0
DM_RNA_PP_0745,0.0
DM_RNA_PP_4666,0.0
DM_RNA_PP_4667,0.0
DM_RNA_PP_1231,0.0
DM_RNA_PP_4020,0.0
DM_RNA_PP_1326,0.0
DM_RNA_PP_3410,0.0
DM_RNA_PP_t60,0.0
DM_RNA_PP_1188,0.0
DM_RNA_PP_1913,0.0
DM_RNA_PP_1914,0.0
DM_RNA_PP_0675,0.0
DM_RNA_PP_4585,0.0
DM_RNA_PP_5186,6.365934675155831e-09
DM_RNA_PP_5185,0.0
DM_RNA_PP_2765,0.0
DM_RNA_PP_2764,0.0
DM_RNA_PP_0103,0.0
DM_RNA_PP_5SB,0.0
DM_RNA_PP_3939,0.0
DM_RNA_PP_2734,0.0
DM_RNA_PP_t61,0.0
DM_RNA_PP_2406,0.0
DM_RNA_PP_2407,0.0
DM_RNA_PP_5128,0.0
DM_RNA_PP_0304,0.0
DM_RNA_PP_2376,0.0
DM_RNA_PP_0432,0.0
DM_RNA_PP_5095,0.0
DM_RNA_PP_2673,0.0
DM_RNA_PP_3846,0.0
DM_RNA_PP_4473,0.0
DM_RNA_PP_5066,0.0
DM_RNA_PP_0266,0.0
DM_RNA_PP_2318,0.0
DM_RNA_PP_5040,0.0
DM_RNA_PP_3794,0.0
DM_RNA_PP_0565,0.0
DM_RNA_PP_2582,0.0
DM_RNA_PP_4425,0.0
DM_RNA_PP_4984,0.0
DM_RNA_PP_0231,0.0
DM_RNA_PP_0232,0.0
DM_RNA_PP_0233,0.0
DM_RNA_PP_0980,0.0
DM_RNA_PP_4960,0.0
DM_RNA_PP_0082,0.0
DM_RNA_PP_0083,0.0
DM_RNA_PP_1678,0.0
DM_RNA_PP_1679,1.8673083609352408e-12
DM_RNA_PP_1673,2.800962541402861e-12
DM_RNA_PP_1672,0.0
DM_RNA_PP_1680,2.800962541402861e-12
DM_RNA_PP_1675,2.800962541402861e-12
DM_RNA_PP_1677,2.800962541402861e-12
DM_RNA_PP_1676,2.800962541402861e-12
DM_RNA_PP_1674,2.334135451169051e-12
DM_RNA_PP_1681,2.800962541402861e-12
DM_RNA_PP_2239,0.0
DM_RNA_PP_4971,0.0
DM_RNA_PP_1649,0.0
DM_RNA_PP_2209,0.0
DM_RNA_PP_2208,0.0
DM_RNA_PP_5107,0.0
DM_RNA_PP_0884,0.0
DM_RNA_PP_2180,0.0
DM_RNA_PP_4310,0.0
DM_RNA_PP_4309,0.0
DM_RNA_PP_4879,0.0
DM_RNA_PP_1597,0.0
DM_RNA_PP_3648,0.0
DM_RNA_PP_1200,0.0
DM_RNA_PP_4846,0.0
DM_RNA_PP_4251,0.0
DM_RNA_PP_4252,0.0
DM_RNA_PP_4250,0.0
DM_RNA_PP_4253,0.0
DM_RNA_PP_4820,0.0
DM_RNA_PP_1528,0.0
DM_RNA_PP_1529,0.0
DM_RNA_PP_4220,0.0
DM_RNA_PP_4221,0.0
DM_RNA_PP_2973,0.0
DM_RNA_PP_4755,0.0
DM_RNA_PP_5347,0.0
DM_RNA_PP_5346,0.0
DM_RNA_PP_2943,0.0
DM_RNA_PP_1866,0.0
DM_RNA_PP_3530,0.0
DM_RNA_PP_1989,0.0
DM_RNA_PP_1376,0.0
DM_RNA_PP_5257,0.0
DM_RNA_PP_0114,0.0
DM_RNA_PP_0113,0.0
DM_RNA_PP_3425,0.0
DM_RNA_PP_3426,0.0
DM_RNA_PP_3427,0.0
DM_RNA_PP_4016,0.0
DM_RNA_PP_4639,0.0
DM_RNA_PP_1206,0.0
DM_RNA_PP_0686,0.0
DM_RNA_PP_1294,8.007918882992981e-12
DM_RNA_PP_1292,8.007918882992981e-12
DM_RNA_PP_1293,0.0
DM_RNA_PP_2793,0.0
DM_RNA_PP_2794,0.0
DM_RNA_PP_2543,0.0
DM_RNA_PP_1905,0.0
DM_RNA_PP_5183,0.0
DM_RNA_PP_4550,0.0
DM_RNA_PP_4549,0.0
DM_RNA_PP_3324,0.0
DM_RNA_PP_4285,0.0
DM_RNA_PP_0072,0.0
DM_RNA_PP_0572,0.0
DM_RNA_PP_1100,0.0
DM_RNA_PP_3151,0.0
DM_RNA_PP_1805,0.0
DM_RNA_PP_2338,0.0
DM_RNA_PP_4469,0.0
DM_RNA_PP_0243,0.0
DM_RNA_PP_1079,0.0
DM_RNA_PP_1078,1.728086595928525e-09
DM_RNA_PP_1772,0.0
DM_RNA_PP_0496,0.0
DM_RNA_PP_4594,0.0
DM_RNA_PP_t40,0.0
DM_RNA_PP_5003,0.0
DM_RNA_PP_0155,0.0
DM_RNA_PP_0422,0.0
DM_RNA_PP_0420,0.0
DM_RNA_PP_0421,0.0
DM_RNA_PP_0976,0.0
DM_RNA_PP_3166,0.0
DM_RNA_PP_3165,0.0
DM_RNA_PP_3720,0.0
DM_RNA_PP_4900,0.0
DM_RNA_PP_4928,0.0
DM_RNA_PP_5132,0.0
DM_RNA_PP_2492,0.0
DM_RNA_PP_0882,0.0
DM_RNA_PP_1618,0.0
DM_RNA_PP_1620,3.877086704266371e-11
DM_RNA_PP_4305,0.0
DM_RNA_PP_1592,0.0
DM_RNA_PP_0187,0.0
DM_RNA_PP_0188,4.3616852207939355e-12
DM_RNA_PP_0189,1.8664762725359996e-12
DM_RNA_PP_0186,0.0
DM_RNA_PP_4841,0.0
DM_RNA_PP_t42,0.0
DM_RNA_PP_t43,0.0
DM_RNA_PP_2443,0.0
DM_RNA_PP_2122,0.0
DM_RNA_PP_2123,0.0
DM_RNA_PP_2423,0.0
DM_RNA_PP_3581,0.0
DM_RNA_PP_1587,0.0
DM_RNA_PP_4784,0.0
DM_RNA_PP_4782,6.602941871408629e-11
DM_RNA_PP_4783,6.88475773280488e-11
DM_RNA_PP_1496,0.0
DM_RNA_PP_4184,0.0
DM_RNA_PP_5385,0.0
DM_RNA_PP_5388,0.0
DM_RNA_PP_5387,0.0
DM_RNA_PP_5386,0.0
DM_RNA_PP_1469,0.0
DM_RNA_PP_4150,0.0
DM_RNA_PP_4149,0.0
DM_RNA_PP_4148,0.0
DM_RNA_PP_4147,0.0
DM_RNA_PP_0809,0.0
DM_RNA_PP_4727,0.0
DM_RNA_PP_2914,0.0
DM_RNA_PP_0328,0.0
DM_RNA_PP_0068,0.0
DM_RNA_PP_0445,0.0
DM_RNA_PP_1403,0.0
DM_RNA_PP_4065,0.0
DM_RNA_PP_4066,0.0
DM_RNA_PP_4064,0.0
DM_RNA_PP_4067,0.0
DM_RNA_PP_4680,1.2673023073152635e-08
DM_RNA_PP_4678,0.0
DM_RNA_PP_4679,1.2673023073152635e-08
DM_RNA_PP_2872,0.0
DM_RNA_PP_3443,0.0
DM_RNA_PP_4034,0.0
DM_RNA_PP_1948,0.0
DM_RNA_PP_4012,0.0
DM_RNA_PP_4632,0.0
DM_RNA_PP_0586,0.0
DM_RNA_PP_2448,0.0
DM_RNA_PP_1924,0.0
DM_RNA_PP_1928,0.0
DM_RNA_PP_1929,0.0
DM_RNA_PP_0380,0.0
DM_RNA_PP_0378,0.0
DM_RNA_PP_0376,0.0
DM_RNA_PP_2553,0.0
DM_RNA_PP_5181,0.0
DM_RNA_PP_1157,0.0
DM_RNA_PP_1874,0.0
DM_RNA_PP_4545,0.0
DM_RNA_PP_0100,0.0
DM_RNA_PP_2925,0.0
DM_RNA_PP_23SB,0.0
DM_RNA_PP_1010,0.0
DM_RNA_PP_1011,0.0
DM_RNA_PP_4523,0.0
DM_RNA_PP_5118,0.0
DM_RNA_PP_23SD,0.0
DM_RNA_PP_2371,0.0
DM_RNA_PP_5085,0.0
DM_RNA_PP_0301,0.0
DM_RNA_PP_0302,0.0
DM_RNA_PP_0184,0.0
DM_RNA_PP_2334,0.0
DM_RNA_PP_2335,0.0
DM_RNA_PP_5056,0.0
DM_RNA_PP_1070,0.0
DM_RNA_PP_1068,0.0
DM_RNA_PP_1069,0.0
DM_RNA_PP_3819,0.0
DM_RNA_PP_0356,0.0
DM_RNA_PP_0996,0.0
DM_RNA_PP_3178,0.0
DM_RNA_PP_0970,0.0
DM_RNA_PP_2246,0.0
DM_RNA_PP_4399,0.0
DM_RNA_PP_0229,0.0
DM_RNA_PP_0928,0.0
DM_RNA_PP_2230,0.0
DM_RNA_PP_2227,0.0
DM_RNA_PP_2225,0.0
DM_RNA_PP_2229,0.0
DM_RNA_PP_2228,0.0
DM_RNA_PP_2226,0.0
DM_RNA_PP_0075,0.0
DM_RNA_PP_t72,0.0
DM_RNA_PP_2488,0.0
DM_RNA_PP_3658,0.0
DM_RNA_PP_4300,0.0
DM_RNA_PP_4298,0.0
DM_RNA_PP_4301,0.0
DM_RNA_PP_4297,0.0
DM_RNA_PP_4299,0.0
DM_RNA_PP_0480,0.0
DM_RNA_PP_2468,0.0
DM_RNA_PP_1588,0.0
DM_RNA_PP_3071,0.0
DM_RNA_PP_3637,0.0
DM_RNA_PP_3636,0.0
DM_RNA_PP_3635,0.0
DM_RNA_PP_1254,0.0
DM_RNA_PP_2149,0.0
DM_RNA_PP_4838,0.0
DM_RNA_PP_5273,0.0
DM_RNA_PP_4810,0.0
DM_RNA_PP_4811,0.0
DM_RNA_PP_5364,0.0
DM_RNA_PP_3578,0.0
DM_RNA_PP_2102,0.0
DM_RNA_PP_4209,0.0
DM_RNA_PP_4210,0.0
DM_RNA_PP_4211,0.0
DM_RNA_PP_4779,0.0
DM_RNA_PP_1494,0.0
DM_RNA_PP_1755,0.0
DM_RNA_PP_2077,0.0
DM_RNA_PP_0041,0.0
DM_RNA_PP_5371,0.0
DM_RNA_PP_1465,0.0
DM_RNA_PP_t73,0.0
DM_RNA_PP_2058,0.0
DM_RNA_PP_0833,0.0
DM_RNA_PP_0832,0.0
DM_RNA_PP_4108,0.0
DM_RNA_PP_4724,1.4326958561786502e-12
DM_RNA_PP_4722,0.0
DM_RNA_PP_4723,1.4326958561786502e-12
DM_RNA_PP_5318,0.0
DM_RNA_PP_5317,9.32822092068379e-13
DM_RNA_PP_1419,0.0
DM_RNA_PP_2911,0.0
DM_RNA_PP_t31,0.0
DM_RNA_PP_t32,0.0
DM_RNA_PP_t34,0.0
DM_RNA_PP_t33,0.0
DM_RNA_PP_4699,0.0
DM_RNA_PP_4700,1.9500287860760066e-11
DM_RNA_PP_1981,0.0
DM_RNA_PP_t50,0.0
DM_RNA_PP_16SG,0.0
DM_RNA_PP_t51,0.0
DM_RNA_PP_2265,0.0
DM_RNA_PP_4031,0.0
DM_RNA_PP_0723,0.0
DM_RNA_PP_t69,0.0
DM_RNA_PP_4655,0.0
DM_RNA_PP_4656,0.0
DM_RNA_PP_3417,0.0
DM_RNA_PP_5228,0.0
DM_RNA_PP_5226,0.0
DM_RNA_PP_5227,0.0
DM_RNA_PP_5415,0.0
DM_RNA_PP_5416,0.0
DM_RNA_PP_5419,0.0
DM_RNA_PP_5420,0.0
DM_RNA_PP_5413,0.0
DM_RNA_PP_5418,0.0
DM_RNA_PP_5412,0.0
DM_RNA_PP_5417,0.0
DM_RNA_PP_5414,0.0
DM_RNA_PP_5195,0.0
DM_RNA_PP_3957,0.0
DM_RNA_PP_0602,7.634474322463585e-10
DM_RNA_PP_0603,0.0
DM_RNA_PP_1893,0.0
DM_RNA_PP_0665,0.0
DM_RNA_PP_0664,0.0
DM_RNA_PP_4570,0.0
DM_RNA_PP_16SE,0.0
DM_RNA_PP_1085,2.194899288685687e-09
DM_RNA_PP_5139,0.0
DM_RNA_PP_4212,0.0
DM_RNA_PP_t19,0.0
DM_RNA_PP_0209,0.0
DM_RNA_PP_0208,0.0
DM_RNA_PP_0207,0.0
DM_RNA_PP_4492,0.0
DM_RNA_PP_5074,0.0
DM_RNA_PP_2656,0.0
DM_RNA_PP_t45,0.0
DM_RNA_PP_2328,0.0
DM_RNA_PP_3813,0.0
DM_RNA_PP_2589,0.0
DM_RNA_PP_1023,0.0
DM_RNA_PP_1022,0.0
DM_RNA_PP_1024,0.0
DM_RNA_PP_1741,0.0
DM_RNA_PP_3198,0.0
DM_RNA_PP_4434,0.0
DM_RNA_PP_0493,0.0
DM_RNA_PP_0494,0.0
DM_RNA_PP_t75,0.0
DM_RNA_PP_3740,0.0
DM_RNA_PP_0960,0.0
DM_RNA_PP_0959,0.0
DM_RNA_PP_0958,0.0
DM_RNA_PP_0416,2.5904300670714256e-09
DM_RNA_PP_0415,0.0
DM_RNA_PP_4943,0.0
DM_RNA_PP_4944,0.0
DM_RNA_PP_2518,0.0
DM_RNA_PP_0872,0.0
DM_RNA_PP_0411,0.0
DM_RNA_PP_0412,0.0
DM_RNA_PP_1628,0.0
DM_RNA_PP_2193,0.0
DM_RNA_PP_4325,0.0
DM_RNA_PP_2486,0.0
DM_RNA_PP_0867,0.0
DM_RNA_PP_1610,0.0
DM_RNA_PP_1611,2.4553777904482485e-09
DM_RNA_PP_0190,0.0
DM_RNA_PP_4291,0.0
DM_RNA_PP_4264,0.0
DM_RNA_PP_0473,0.0
DM_RNA_PP_0469,0.0
DM_RNA_PP_0470,0.0
DM_RNA_PP_0468,0.0
DM_RNA_PP_0474,1.4285677518960883e-07
DM_RNA_PP_0471,0.0
DM_RNA_PP_3598,0.0
DM_RNA_PP_1426,0.0
DM_RNA_PP_4235,0.0
DM_RNA_PP_4237,0.0
DM_RNA_PP_5366,0.0
DM_RNA_PP_3002,0.0
DM_RNA_PP_2998,0.0
DM_RNA_PP_3003,0.0
DM_RNA_PP_2098,0.0
DM_RNA_PP_4175,0.0
DM_RNA_PP_4174,0.0
DM_RNA_PP_0860,0.0
DM_RNA_PP_4762,0.0
DM_RNA_PP_2933,0.0
DM_RNA_PP_4106,0.0
DM_RNA_PP_4717,0.0
DM_RNA_PP_4716,0.0
DM_RNA_PP_1414,0.0
DM_RNA_PP_2909,0.0
DM_RNA_PP_1997,1.6178604139854875e-08
DM_RNA_PP_1996,0.0
DM_RNA_PP_5291,0.0
DM_RNA_PP_t25,0.0
DM_RNA_PP_t30,0.0
DM_RNA_PP_t28,0.0
DM_RNA_PP_1977,0.0
DM_RNA_PP_t29,0.0
DM_RNA_PP_t26,0.0
DM_RNA_PP_t27,0.0
DM_RNA_PP_0383,0.0
DM_RNA_PP_0382,0.0
DM_RNA_PP_0063,0.0
DM_RNA_PP_0442,2.040105022725504e-08
DM_RNA_PP_0441,0.0
DM_RNA_PP_2862,0.0
DM_RNA_PP_t14,0.0
DM_RNA_PP_3435,0.0
DM_RNA_PP_2834,0.0
DM_RNA_PP_4620,0.0
DM_RNA_PP_4619,0.0
DM_RNA_PP_4621,0.0
DM_RNA_PP_2802,0.0
DM_RNA_PP_5192,0.0
DM_RNA_PP_3357,0.0
DM_RNA_PP_3356,9.39386204654172e-13
DM_RNA_PP_3358,9.39386204654172e-13
DM_RNA_PP_0659,0.0
DM_RNA_PP_0043,0.0
DM_RNA_PP_0044,0.0
DM_RNA_PP_1843,0.0
DM_RNA_PP_4405,0.0
DM_RNA_PP_2679,0.0
DM_RNA_PP_1110,0.0
DM_RNA_PP_5SA,0.0
DM_RNA_PP_3285,0.0
DM_RNA_PP_4490,0.0
DM_RNA_PP_4491,0.0
DM_RNA_PP_1086,0.0
DM_RNA_PP_0597,0.0
DM_RNA_PP_0596,0.0
DM_RNA_PP_1783,0.0
DM_RNA_PP_1784,0.0
DM_RNA_PP_1785,0.0
DM_RNA_PP_1782,0.0
DM_RNA_PP_5045,0.0
DM_RNA_PP_0427,0.0
DM_RNA_PP_5018,1.0048470566942222e-13
DM_RNA_PP_5016,1.0048470566942222e-13
DM_RNA_PP_5019,0.0
DM_RNA_PP_1015,0.0
DM_RNA_PP_1735,0.0
DM_RNA_PP_4431,0.0
DM_RNA_PP_4430,0.0
DM_RNA_PP_0987,0.0
DM_RNA_PP_0986,0.0
DM_RNA_PP_0295,0.0
DM_RNA_PP_0294,0.0
DM_RNA_PP_0296,0.0
DM_RNA_PP_0535,0.0
DM_RNA_PP_4967,0.0
DM_RNA_PP_1689,0.0
DM_RNA_PP_5SF,0.0
DM_RNA_PP_0560,0.0
DM_RNA_PP_2512,0.0
DM_RNA_PP_0920,0.0
DM_RNA_PP_1655,0.0
DM_RNA_PP_1654,1.0048470566942222e-13
DM_RNA_PP_3124,0.0
DM_RNA_PP_0350,0.0
DM_RNA_PP_0897,0.0
DM_RNA_PP_2216,0.0
DM_RNA_PP_2213,0.0
DM_RNA_PP_2215,0.0
DM_RNA_PP_2214,0.0
DM_RNA_PP_2217,0.0
DM_RNA_PP_5084,0.0
DM_RNA_PP_0225,0.0
DM_RNA_PP_0227,0.0
DM_RNA_PP_0226,0.0
DM_RNA_PP_3668,0.0
DM_RNA_PP_2183,0.0
DM_RNA_PP_0481,0.0
DM_RNA_PP_0283,0.0
DM_RNA_PP_0282,0.0
DM_RNA_PP_1132,0.0
DM_RNA_PP_4286,0.0
DM_RNA_PP_4287,0.0
DM_RNA_PP_4288,0.0
DM_RNA_PP_2456,0.0
DM_RNA_PP_2455,0.0
DM_RNA_PP_2458,0.0
DM_RNA_PP_2459,0.0
DM_RNA_PP_2454,0.0
DM_RNA_PP_2136,0.0
DM_RNA_PP_2137,0.0
DM_RNA_PP_0544,0.0
DM_RNA_PP_2435,0.0
DM_RNA_PP_4794,0.0
DM_RNA_PP_1506,0.0
DM_RNA_PP_0393,3.731288368273516e-11
DM_RNA_PP_0392,0.0
DM_RNA_PP_4774,0.0
DM_RNA_PP_1478,0.0
DM_RNA_PP_t11,0.0
DM_RNA_PP_t09,0.0
DM_RNA_PP_t10,2.4386762469835165e-07
DM_RNA_PP_t08,7.385769858434458e-07
DM_RNA_PP_t07,0.0
DM_RNA_PP_0849,0.0
DM_RNA_PP_0853,4.271384847088764e-10
DM_RNA_PP_0850,4.730042806150022e-10
DM_RNA_PP_0854,0.0
DM_RNA_PP_1457,0.0
DM_RNA_PP_2049,0.0
DM_RNA_PP_2047,0.0
DM_RNA_PP_2051,0.0
DM_RNA_PP_2048,0.0
DM_RNA_PP_4119,0.0
DM_RNA_PP_4120,0.0
DM_RNA_PP_5329,0.0
DM_RNA_PP_1433,0.0
DM_RNA_PP_1434,5.438592336079037e-12
DM_RNA_PP_3514,0.0
DM_RNA_PP_3515,0.0
DM_RNA_PP_4712,0.0
DM_RNA_PP_4713,7.660494014570016e-11
DM_RNA_PP_1408,0.0
DM_RNA_PP_5285,0.0
DM_RNA_PP_5286,5.85008635822802e-11
DM_RNA_PP_1383,0.0
DM_RNA_PP_1972,0.0
DM_RNA_PP_0747,0.0
DM_RNA_PP_0530,0.0
DM_RNA_PP_1360,0.0
DM_RNA_PP_2339,0.0
DM_RNA_PP_4643,0.0
DM_RNA_PP_0112,0.0
DM_RNA_PP_2426,0.0
DM_RNA_PP_0691,0.0
DM_RNA_PP_0522,0.0
DM_RNA_PP_0524,0.0
DM_RNA_PP_1300,0.0
DM_RNA_PP_1298,0.0
DM_RNA_PP_1299,0.0
DM_RNA_PP_1297,0.0
DM_RNA_PP_1915,0.0
DM_RNA_PP_3382,0.0
DM_RNA_PP_3383,0.0
DM_RNA_PP_3384,0.0
DM_RNA_PP_1167,0.0
DM_RNA_PP_1168,0.0
DM_RNA_PP_1169,0.0
DM_RNA_PP_3940,0.0
DM_RNA_PP_0436,0.0
DM_RNA_PP_4138,0.0
DM_RNA_PP_2410,0.0
DM_RNA_PP_2408,0.0
DM_RNA_PP_2409,0.0
DM_RNA_PP_2703,0.0
DM_RNA_PP_5098,0.0
DM_RNA_PP_5097,0.0
DM_RNA_PP_5100,8.330316214464856e-10
DM_RNA_PP_2674,0.0
DM_RNA_PP_1811,0.0
DM_RNA_PP_0120,0.0
DM_RNA_PP_0205,0.0
DM_RNA_PP_4474,0.0
DM_RNA_PP_1779,0.0
DM_RNA_PP_1776,0.0
DM_RNA_PP_1778,0.0
DM_RNA_PP_1777,0.0
DM_RNA_PP_0363,0.0
DM_RNA_PP_0365,9.432588987342369e-13
DM_RNA_PP_0366,0.0
DM_RNA_PP_0364,9.4326354331643e-13
DM_RNA_PP_0362,0.0
DM_RNA_PP_5041,0.0
DM_RNA_PP_1037,0.0
DM_RNA_PP_3796,0.0
DM_RNA_PP_0316,0.0
DM_RNA_PP_5011,0.0
DM_RNA_PP_5013,0.0
DM_RNA_PP_4628,0.0
DM_RNA_PP_3187,0.0
DM_RNA_PP_4427,0.0
DM_RNA_PP_4426,0.0
DM_RNA_PP_4985,0.0
DM_RNA_PP_2552,0.0
DM_RNA_PP_0982,0.0
DM_RNA_PP_0983,0.0
DM_RNA_PP_t17,0.0
DM_RNA_PP_t15,0.0
DM_RNA_PP_t18,0.0
DM_RNA_PP_t16,0.0
DM_RNA_PP_2255,0.0
DM_RNA_PP_0490,0.0
DM_RNA_PP_0489,0.0
DM_RNA_PP_0491,0.0
DM_RNA_PP_t35,0.0
DM_RNA_PP_16SF,0.0
DM_RNA_PP_t36,0.0
DM_RNA_PP_4934,0.0
DM_RNA_PP_0922,0.0
DM_RNA_PP_0885,0.0
DM_RNA_PP_3664,0.0
DM_RNA_PP_t46,0.0
DM_RNA_PP_t47,0.0
DM_RNA_PP_2476,0.0
DM_RNA_PP_4279,0.0
DM_RNA_PP_4278,0.0
DM_RNA_PP_4281,0.0
DM_RNA_PP_2453,0.0
DM_RNA_PP_4258,0.0
DM_RNA_PP_4257,0.0
DM_RNA_PP_4255,0.0
DM_RNA_PP_4256,0.0
DM_RNA_PP_4822,0.0
DM_RNA_PP_3589,0.0
DM_RNA_PP_4222,0.0
DM_RNA_PP_0453,0.0
DM_RNA_PP_2090,0.0
DM_RNA_PP_2092,0.0
DM_RNA_PP_0842,0.0
DM_RNA_PP_4756,0.0
DM_RNA_PP_4116,0.0
DM_RNA_PP_0447,0.0
DM_RNA_PP_5326,0.0
DM_RNA_PP_t59,0.0
DM_RNA_PP_0795,0.0
DM_RNA_PP_0793,0.0
DM_RNA_PP_0794,0.0
DM_RNA_PP_4708,1.6324939123797232e-07
DM_RNA_PP_4709,0.0
DM_RNA_PP_5306,0.0
DM_RNA_PP_5307,0.0
DM_RNA_PP_5308,0.0
DM_RNA_PP_1407,0.0
DM_RNA_PP_2130,0.0
DM_RNA_PP_4686,0.0
DM_RNA_PP_5278,0.0
DM_RNA_PP_1377,0.0
DM_RNA_PP_1258,0.0
DM_RNA_PP_1255,0.0
DM_RNA_PP_1257,0.0
DM_RNA_PP_1259,0.0
DM_RNA_PP_1256,0.0
DM_RNA_PP_1969,0.0
DM_RNA_PP_5258,0.0
DM_RNA_PP_1229,0.0
DM_RNA_PP_0060,0.0
DM_RNA_PP_0061,0.0
DM_RNA_PP_0059,1.9042419104574785e-09
DM_RNA_PP_0437,1.5047138905266292e-12
DM_RNA_PP_0438,0.0
DM_RNA_PP_1323,0.0
DM_RNA_PP_0687,0.0
DM_RNA_PP_1295,0.0
DM_RNA_PP_2795,0.0
DM_RNA_PP_3376,0.0
DM_RNA_PP_3377,0.0
DM_RNA_PP_4011,0.0
DM_RNA_PP_3344,0.0
DM_RNA_PP_3343,0.0
DM_RNA_PP_3342,0.0
DM_RNA_PP_3345,0.0
DM_RNA_PP_3346,0.0
DM_RNA_PP_0652,0.0
DM_RNA_PP_4552,0.0
DM_RNA_PP_4284,0.0
DM_RNA_PP_2698,0.0
DM_RNA_PP_0500,7.275175706391592e-11
DM_RNA_PP_0501,0.0
DM_RNA_PP_2668,0.0
DM_RNA_PP_2669,0.0
DM_RNA_PP_2667,0.0
DM_RNA_PP_3144,0.0
DM_RNA_PP_1806,0.0
DM_RNA_PP_3264,0.0
DM_RNA_PP_3844,0.0
DM_RNA_PP_2341,0.0
DM_RNA_PP_4471,0.0
DM_RNA_PP_5061,0.0
DM_RNA_PP_2645,0.0
DM_RNA_PP_16SA,0.0
DM_RNA_PP_2315,0.0
DM_RNA_PP_1032,1.1150746754745256e-09
DM_RNA_PP_1031,0.0
DM_RNA_PP_1750,0.0
DM_RNA_PP_3790,0.0
DM_RNA_PP_5004,0.0
DM_RNA_PP_4636,0.0
DM_RNA_PP_1005,0.0
DM_RNA_PP_3763,0.0
DM_RNA_PP_4421,0.0
DM_RNA_PP_4422,0.0
DM_RNA_PP_0977,0.0
DM_RNA_PP_1700,0.0
DM_RNA_PP_3722,0.0
DM_RNA_PP_3723,0.0
DM_RNA_PP_3721,0.0
DM_RNA_PP_0936,0.0
DM_RNA_PP_3148,0.0
DM_RNA_PP_0787,0.0
DM_RNA_PP_0414,0.0
DM_RNA_PP_0413,0.0
DM_RNA_PP_0914,0.0
DM_RNA_PP_1641,0.0
DM_RNA_PP_2205,0.0
DM_RNA_PP_4902,0.0
DM_RNA_PP_0551,0.0
DM_RNA_PP_0555,0.0
DM_RNA_PP_0552,0.0
DM_RNA_PP_0556,0.0
DM_RNA_PP_0554,0.0
DM_RNA_PP_0553,0.0
DM_RNA_PP_0883,0.0
DM_RNA_PP_2178,0.0
DM_RNA_PP_4876,0.0
DM_RNA_PP_4874,0.0
DM_RNA_PP_4877,0.0
DM_RNA_PP_0220,0.0
DM_RNA_PP_0219,0.0
DM_RNA_PP_0221,0.0
DM_RNA_PP_1596,4.0657890050448527e-10
DM_RNA_PP_1595,9.267380678883905e-10
DM_RNA_PP_1594,8.881793863454222e-10
DM_RNA_PP_1593,0.0
DM_RNA_PP_3080,0.0
DM_RNA_PP_2152,0.0
DM_RNA_PP_0399,0.0
DM_RNA_PP_0398,0.0
DM_RNA_PP_4843,0.0
DM_RNA_PP_4844,0.0
DM_RNA_PP_4845,0.0
DM_RNA_PP_4842,0.0
DM_RNA_PP_5256,0.0
DM_RNA_PP_4817,0.0
DM_RNA_PP_5357,0.0
DM_RNA_PP_1524,6.287982954182855e-09
DM_RNA_PP_1525,0.0
DM_RNA_PP_4219,0.0
DM_RNA_PP_4185,0.0
DM_RNA_PP_4186,0.0
DM_RNA_PP_1471,0.0
DM_RNA_PP_1470,0.0
DM_RNA_PP_5341,0.0
DM_RNA_PP_5340,0.0
DM_RNA_PP_0623,0.0
DM_RNA_PP_2039,0.0
DM_RNA_PP_0815,0.0
DM_RNA_PP_0812,0.0
DM_RNA_PP_0816,2.43911048605066e-07
DM_RNA_PP_0814,0.0
DM_RNA_PP_0813,0.0
DM_RNA_PP_4728,0.0
DM_RNA_PP_2916,0.0
DM_RNA_PP_5301,0.0
